No,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
21543,INN24649,1,0,1,1,Meal Plan 1,0,Room_Type 1,20,2018,1,18,Corporate,0,0,0,80,0,Not_Canceled
21544,INN24742,2,0,0,3,Meal Plan 1,0,Room_Type 1,197,2018,8,18,Offline,0,0,0,112,1,Canceled
21545,INN24757,2,0,1,0,Meal Plan 1,0,Room_Type 1,43,2017,10,18,Online,0,0,0,94.5,2,Not_Canceled
21546,INN24856,1,0,1,1,Meal Plan 1,0,Room_Type 4,7,2018,4,18,Corporate,0,0,0,72.8,0,Not_Canceled
21547,INN24876,2,0,1,3,Meal Plan 1,0,Room_Type 4,101,2018,4,18,Online,0,0,0,70.03,0,Canceled
21548,INN24885,1,0,2,3,Meal Plan 1,0,Room_Type 1,95,2017,12,18,Online,0,0,0,67.5,2,Not_Canceled
21549,INN24917,2,0,2,0,Meal Plan 1,1,Room_Type 1,53,2018,9,18,Offline,0,0,0,94.5,0,Not_Canceled
21550,INN24924,2,2,1,3,Meal Plan 1,0,Room_Type 6,56,2018,4,18,Online,0,0,0,165.33,0,Canceled
21551,INN24932,2,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,Online,0,0,0,156,0,Not_Canceled
21552,INN24949,2,1,1,2,Meal Plan 1,0,Room_Type 1,75,2018,7,18,Online,0,0,0,0,0,Not_Canceled
21553,INN24980,2,1,2,5,Meal Plan 1,0,Room_Type 1,150,2018,9,18,Online,0,0,0,91.12,0,Not_Canceled
21554,INN25004,3,0,2,2,Meal Plan 1,0,Room_Type 4,23,2017,10,18,Offline,0,0,0,105,1,Not_Canceled
21555,INN25014,1,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,86.4,2,Not_Canceled
21556,INN25026,2,0,1,3,Meal Plan 1,0,Room_Type 4,140,2018,7,18,Online,0,0,0,114.33,0,Not_Canceled
21557,INN25051,2,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,9,18,Online,0,0,0,162.33,2,Not_Canceled
21558,INN25057,3,1,1,2,Meal Plan 1,0,Room_Type 4,64,2018,11,18,Online,0,0,0,126,1,Not_Canceled
21559,INN25074,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21560,INN25115,2,0,2,2,Meal Plan 1,0,Room_Type 2,46,2018,3,18,Offline,0,0,0,74.8,0,Not_Canceled
21561,INN25181,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21562,INN25186,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,18,Online,0,0,0,114,0,Not_Canceled
21563,INN25190,2,0,0,4,Meal Plan 1,0,Room_Type 1,15,2017,8,18,Offline,0,0,0,75,0,Not_Canceled
21564,INN25217,1,0,1,1,Meal Plan 1,0,Room_Type 4,45,2018,6,18,Online,0,0,0,109.49,0,Canceled
21565,INN25258,2,0,2,4,Meal Plan 1,0,Room_Type 4,123,2018,9,18,Online,0,0,0,114.69,1,Not_Canceled
21566,INN25282,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,9,18,Offline,0,0,0,95,0,Not_Canceled
21567,INN25321,2,0,2,3,Not Selected,0,Room_Type 1,73,2018,9,18,Offline,0,0,0,85,0,Canceled
21568,INN25348,1,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,72.5,0,Not_Canceled
21569,INN25376,2,0,0,2,Not Selected,0,Room_Type 1,76,2018,3,18,Online,0,0,0,76.5,1,Not_Canceled
21570,INN25391,1,0,1,1,Meal Plan 1,0,Room_Type 1,100,2018,4,18,Online,0,0,0,91.9,1,Not_Canceled
21571,INN25415,3,0,2,2,Meal Plan 1,0,Room_Type 4,204,2017,10,18,Online,0,0,0,137,0,Canceled
21572,INN25416,2,0,1,1,Meal Plan 1,1,Room_Type 1,77,2018,6,18,Online,0,0,0,125.1,1,Not_Canceled
21573,INN25454,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,Canceled
21574,INN25465,2,0,1,0,Not Selected,0,Room_Type 1,54,2018,4,18,Online,0,0,0,85.5,0,Canceled
21575,INN25491,3,0,0,2,Meal Plan 1,0,Room_Type 4,41,2018,11,18,Online,0,0,0,140,1,Not_Canceled
21576,INN25493,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21577,INN25514,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21578,INN25530,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,5,18,Corporate,1,1,0,67,0,Not_Canceled
21579,INN25603,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,2,18,Online,0,0,0,85,1,Not_Canceled
21580,INN25611,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21581,INN25727,2,0,1,3,Not Selected,0,Room_Type 1,165,2018,7,18,Online,0,0,0,85,1,Canceled
21582,INN25807,2,0,1,0,Not Selected,0,Room_Type 1,45,2018,9,18,Online,0,0,0,125.1,3,Not_Canceled
21583,INN25819,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,2017,9,18,Online,0,0,0,89.25,1,Not_Canceled
21584,INN25913,2,2,0,3,Meal Plan 1,1,Room_Type 6,7,2017,8,18,Online,0,0,0,162,0,Not_Canceled
21585,INN25937,3,0,2,2,Meal Plan 1,0,Room_Type 4,61,2018,6,18,Online,0,0,0,134.53,0,Canceled
21586,INN25985,2,0,2,3,Meal Plan 2,0,Room_Type 1,39,2018,6,18,Offline,0,0,0,115.5,0,Not_Canceled
21587,INN26007,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87,0,Not_Canceled
21588,INN26026,2,0,0,2,Not Selected,0,Room_Type 1,14,2018,11,18,Online,0,0,0,89,2,Not_Canceled
21589,INN26073,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,2018,11,18,Online,0,0,0,107.67,1,Not_Canceled
21590,INN26147,2,0,0,2,Meal Plan 2,0,Room_Type 1,59,2018,11,18,Online,0,0,0,127.8,1,Canceled
21591,INN26158,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,3,18,Offline,0,0,0,62,0,Not_Canceled
21592,INN26177,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,8,18,Corporate,0,0,0,84,0,Canceled
21593,INN26184,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21594,INN26208,2,0,0,2,Meal Plan 1,0,Room_Type 1,60,2018,11,18,Offline,0,0,0,75,0,Not_Canceled
21595,INN26218,1,0,0,1,Meal Plan 1,0,Room_Type 1,54,2017,11,18,Corporate,0,0,0,65,0,Not_Canceled
21596,INN26219,2,0,0,2,Not Selected,0,Room_Type 1,80,2018,11,18,Online,0,0,0,63.36,0,Canceled
21597,INN26269,2,2,2,5,Meal Plan 1,0,Room_Type 6,31,2017,10,18,Online,0,0,0,159.3,2,Not_Canceled
21598,INN26338,2,0,0,4,Not Selected,0,Room_Type 1,205,2018,10,18,Online,0,0,0,85.5,2,Canceled
21599,INN26389,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87,0,Not_Canceled
21600,INN26395,2,2,0,2,Meal Plan 1,0,Room_Type 6,11,2018,3,18,Online,0,0,0,189,0,Canceled
21601,INN26415,2,0,2,0,Meal Plan 1,0,Room_Type 1,83,2018,12,18,Offline,0,0,0,75,0,Not_Canceled
21602,INN26418,2,0,2,2,Not Selected,0,Room_Type 1,4,2018,11,18,Online,0,0,0,87.63,1,Not_Canceled
21603,INN26515,2,2,0,2,Meal Plan 1,0,Room_Type 6,21,2018,11,18,Online,0,0,0,174,1,Canceled
21604,INN26527,1,0,1,0,Meal Plan 1,0,Room_Type 1,10,2017,10,18,Corporate,0,0,0,65,0,Not_Canceled
21605,INN26537,2,0,1,2,Not Selected,0,Room_Type 1,27,2017,9,18,Online,0,0,0,115,1,Not_Canceled
21606,INN26542,2,1,2,0,Meal Plan 1,0,Room_Type 1,90,2018,12,18,Online,0,0,0,109.8,1,Not_Canceled
21607,INN26549,2,0,2,3,Not Selected,0,Room_Type 1,72,2018,3,18,Online,0,0,0,72.25,1,Canceled
21608,INN26551,2,0,2,5,Meal Plan 2,0,Room_Type 4,115,2018,9,18,Online,0,0,0,141.84,0,Not_Canceled
21609,INN26590,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,Canceled
21610,INN26616,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108,0,Not_Canceled
21611,INN26622,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2017,9,18,Online,0,0,0,124,1,Canceled
21612,INN26644,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Not_Canceled
21613,INN26734,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,86,0,Not_Canceled
21614,INN26748,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,2,18,Online,0,0,0,85,0,Canceled
21615,INN26750,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21616,INN26762,2,2,2,1,Meal Plan 1,0,Room_Type 6,6,2018,12,18,Online,0,0,0,148.39,0,Not_Canceled
21617,INN26809,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,3,18,Online,0,0,0,91,0,Canceled
21618,INN26815,2,0,0,4,Meal Plan 1,0,Room_Type 1,34,2018,10,18,Offline,0,0,0,85.5,0,Not_Canceled
21619,INN26857,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21620,INN26888,2,0,2,3,Meal Plan 1,0,Room_Type 1,50,2017,10,18,Online,0,0,0,94.5,0,Canceled
21621,INN26922,2,1,1,2,Meal Plan 1,0,Room_Type 6,64,2018,11,18,Online,0,0,0,162.4,1,Canceled
21622,INN26967,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80,0,Not_Canceled
21623,INN26998,2,0,2,0,Not Selected,0,Room_Type 1,30,2018,9,18,Online,0,0,0,134.1,1,Not_Canceled
21624,INN27022,2,0,1,4,Meal Plan 1,0,Room_Type 1,113,2018,5,18,Online,0,0,0,132.77,2,Not_Canceled
21625,INN27039,2,0,2,1,Meal Plan 1,0,Room_Type 4,26,2017,10,18,Offline,0,0,0,75,0,Not_Canceled
21626,INN27050,1,0,1,2,Meal Plan 1,0,Room_Type 5,11,2018,7,18,Offline,0,0,0,174.33,0,Not_Canceled
21627,INN27052,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Canceled
21628,INN27081,1,0,0,4,Meal Plan 1,0,Room_Type 1,195,2018,10,18,Online,0,0,0,90.9,2,Canceled
21629,INN27083,1,0,1,2,Meal Plan 2,0,Room_Type 1,116,2017,9,18,Online,0,0,0,76.92,1,Canceled
21630,INN27131,1,0,6,12,Meal Plan 1,0,Room_Type 1,1,2018,11,18,Online,0,0,0,77.44,1,Canceled
21631,INN27136,2,0,0,2,Not Selected,1,Room_Type 1,221,2018,8,18,Online,0,0,0,94.5,3,Not_Canceled
21632,INN27204,2,1,1,4,Meal Plan 1,0,Room_Type 4,23,2018,4,18,Online,0,0,0,110.84,2,Not_Canceled
21633,INN27251,2,0,1,1,Meal Plan 1,0,Room_Type 1,53,2018,7,18,Online,0,0,0,114.3,0,Not_Canceled
21634,INN27252,2,0,1,0,Meal Plan 1,0,Room_Type 1,34,2017,10,18,Offline,0,0,0,76.5,0,Not_Canceled
21635,INN27302,2,0,0,1,Meal Plan 2,0,Room_Type 1,71,2018,10,18,Online,0,0,0,153,2,Not_Canceled
21636,INN27330,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21637,INN27371,3,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,11,18,Online,0,0,0,126,2,Not_Canceled
21638,INN27377,2,2,2,0,Meal Plan 1,0,Room_Type 2,35,2018,9,18,Online,0,0,0,248.49,1,Not_Canceled
21639,INN27443,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,9,18,Offline,0,0,0,95,0,Not_Canceled
21640,INN27473,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21641,INN27495,1,0,1,0,Meal Plan 1,1,Room_Type 5,0,2018,7,18,Corporate,0,0,0,139,0,Not_Canceled
21642,INN27521,2,0,0,1,Not Selected,0,Room_Type 1,53,2018,5,18,Online,0,0,0,89.4,2,Not_Canceled
21643,INN27535,1,0,2,4,Meal Plan 1,0,Room_Type 4,53,2018,6,18,Online,0,0,0,122.4,1,Canceled
21644,INN27557,1,0,2,2,Meal Plan 1,0,Room_Type 1,88,2017,7,18,Online,0,0,0,68,1,Canceled
21645,INN27564,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2018,2,18,Online,0,0,0,82.83,0,Not_Canceled
21646,INN27569,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,2018,5,18,Online,0,0,0,140.4,0,Canceled
21647,INN27581,1,0,0,1,Meal Plan 1,0,Room_Type 1,54,2017,11,18,Corporate,0,0,0,65,1,Not_Canceled
21648,INN27611,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21649,INN27649,2,0,0,1,Not Selected,0,Room_Type 1,53,2018,5,18,Online,0,0,0,89.4,2,Not_Canceled
21650,INN27675,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80,0,Not_Canceled
21651,INN27708,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2017,8,18,Corporate,0,0,0,75,0,Canceled
21652,INN27724,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21653,INN27762,2,0,0,1,Meal Plan 1,1,Room_Type 4,238,2018,6,18,Online,0,0,0,115.2,1,Canceled
21654,INN27767,0,2,2,0,Meal Plan 1,0,Room_Type 2,34,2018,9,18,Online,0,0,0,124.25,1,Not_Canceled
21655,INN27779,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Not_Canceled
21656,INN27790,2,2,2,1,Meal Plan 1,0,Room_Type 6,30,2018,6,18,Online,0,0,0,198.9,3,Not_Canceled
21657,INN27798,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21658,INN27827,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,4,18,Online,0,0,0,87.3,1,Not_Canceled
21659,INN27904,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,1,18,Corporate,1,2,17,66,0,Not_Canceled
21660,INN27958,1,0,1,1,Meal Plan 1,0,Room_Type 5,11,2018,7,18,Offline,0,0,0,181,0,Not_Canceled
21661,INN28080,2,0,2,3,Meal Plan 1,0,Room_Type 4,120,2018,8,18,Online,0,0,0,92.87,2,Not_Canceled
21662,INN28084,1,0,0,2,Not Selected,0,Room_Type 1,83,2018,5,18,Online,0,0,0,83.59,0,Not_Canceled
21663,INN28097,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,4,18,Online,0,0,0,89,0,Not_Canceled
21664,INN28107,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21665,INN28111,2,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,9,18,Offline,0,0,0,90.95,1,Not_Canceled
21666,INN28141,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21667,INN28212,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21668,INN28216,1,0,1,0,Meal Plan 1,0,Room_Type 1,2,2018,12,18,Online,0,0,0,89.5,2,Not_Canceled
21669,INN28217,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled
21670,INN28226,1,0,0,1,Meal Plan 1,0,Room_Type 4,65,2017,11,18,Online,0,0,0,81.9,2,Not_Canceled
21671,INN28279,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21672,INN28301,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,4,18,Offline,0,0,0,65.96,0,Not_Canceled
21673,INN28312,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,12,18,Corporate,0,0,0,65,0,Not_Canceled
21674,INN28355,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21675,INN28391,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,18,Offline,0,0,0,117.8,0,Not_Canceled
21676,INN28411,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Not_Canceled
21677,INN28446,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,18,Corporate,0,0,0,65,0,Not_Canceled
21678,INN28450,2,0,0,4,Meal Plan 1,0,Room_Type 1,4,2017,8,18,Online,0,0,0,90.5,2,Not_Canceled
21679,INN28494,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21680,INN28550,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,2,Not_Canceled
21681,INN28582,3,0,0,2,Meal Plan 1,0,Room_Type 4,138,2018,8,18,Online,0,0,0,142.2,0,Canceled
21682,INN28604,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21683,INN28617,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,11,18,Online,0,0,0,95,1,Not_Canceled
21684,INN28652,2,0,0,2,Not Selected,0,Room_Type 1,70,2018,10,18,Online,0,0,0,97.2,2,Not_Canceled
21685,INN28658,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21686,INN28667,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21687,INN28682,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,8,18,Online,0,0,0,95,2,Not_Canceled
21688,INN28793,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,18,Online,0,0,0,79,0,Not_Canceled
21689,INN28804,2,0,0,4,Not Selected,0,Room_Type 1,97,2018,5,18,Online,0,0,0,130.9,0,Canceled
21690,INN28807,2,0,1,0,Meal Plan 1,0,Room_Type 1,55,2018,9,18,Online,0,0,0,135.9,1,Not_Canceled
21691,INN28812,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,11,18,Online,0,0,0,95,0,Not_Canceled
21692,INN28838,1,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,62,0,Not_Canceled
21693,INN28871,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,7,18,Corporate,0,0,0,65,1,Not_Canceled
21694,INN28887,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21695,INN28929,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,18,Corporate,0,0,0,107,0,Not_Canceled
21696,INN28979,2,0,1,2,Meal Plan 1,0,Room_Type 1,112,2018,7,18,Online,0,0,0,105.3,0,Canceled
21697,INN29040,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,11,18,Online,0,0,0,113.4,1,Not_Canceled
21698,INN29079,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21699,INN29138,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21700,INN29151,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,11,18,Online,0,0,0,111,1,Not_Canceled
21701,INN29182,2,0,1,2,Meal Plan 1,0,Room_Type 1,90,2018,3,18,Online,0,0,0,78.3,0,Not_Canceled
21702,INN29199,2,0,1,2,Meal Plan 1,0,Room_Type 1,16,2018,11,18,Online,0,0,0,104.67,0,Not_Canceled
21703,INN29218,2,0,1,2,Meal Plan 1,0,Room_Type 1,65,2018,11,18,Online,0,0,0,104,1,Not_Canceled
21704,INN29223,2,0,0,4,Meal Plan 1,0,Room_Type 1,7,2018,10,18,Online,0,0,0,160,1,Not_Canceled
21705,INN29230,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21706,INN29243,2,0,2,2,Meal Plan 1,0,Room_Type 1,5,2018,12,18,Offline,0,0,0,80,0,Not_Canceled
21707,INN29379,2,0,2,2,Meal Plan 1,0,Room_Type 2,46,2018,3,18,Offline,0,0,0,74.8,0,Not_Canceled
21708,INN29386,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,Online,0,0,0,124,2,Not_Canceled
21709,INN29431,2,0,0,2,Meal Plan 1,0,Room_Type 2,10,2018,5,18,Online,0,0,0,119.5,0,Canceled
21710,INN29469,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
21711,INN29515,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21712,INN29520,2,0,1,1,Not Selected,0,Room_Type 1,33,2018,4,18,Online,0,0,0,80.1,0,Not_Canceled
21713,INN29532,2,1,2,3,Meal Plan 1,0,Room_Type 1,9,2018,3,18,Online,0,0,0,154.4,2,Not_Canceled
21714,INN29539,2,0,2,2,Meal Plan 1,0,Room_Type 1,192,2018,6,18,Offline,0,0,0,80.75,0,Not_Canceled
21715,INN29602,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,9,18,Offline,0,0,0,85.5,0,Not_Canceled
21716,INN29622,1,0,2,1,Meal Plan 1,0,Room_Type 4,20,2017,10,18,Offline,0,0,0,75,0,Not_Canceled
21717,INN29644,3,0,2,1,Meal Plan 1,1,Room_Type 4,78,2018,9,18,Online,0,0,0,177.3,1,Not_Canceled
21718,INN29666,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,86,0,Not_Canceled
21719,INN29701,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
21720,INN29741,2,0,1,2,Meal Plan 2,0,Room_Type 1,116,2017,9,18,Online,0,0,0,96.05,1,Canceled
21721,INN29756,2,0,2,0,Meal Plan 1,0,Room_Type 1,2,2018,12,18,Online,0,0,0,96,1,Not_Canceled
21722,INN29781,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,90,0,Not_Canceled
21723,INN29841,3,0,1,2,Meal Plan 1,0,Room_Type 4,42,2018,3,18,Online,0,0,0,182.7,1,Canceled
21724,INN29895,2,1,2,3,Meal Plan 2,0,Room_Type 1,25,2018,11,18,Online,0,0,0,146.7,2,Not_Canceled
21725,INN29902,2,0,1,0,Meal Plan 1,0,Room_Type 1,8,2018,4,18,Online,0,0,0,101,1,Not_Canceled
21726,INN29904,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,2018,9,18,Offline,0,0,0,85.5,0,Not_Canceled
21727,INN29922,1,0,1,4,Meal Plan 1,0,Room_Type 1,150,2018,1,18,Offline,0,0,0,71.6,0,Not_Canceled
21728,INN29960,2,0,2,1,Meal Plan 1,1,Room_Type 1,64,2018,9,18,Online,0,0,0,144.9,2,Not_Canceled
21729,INN30078,2,0,2,4,Meal Plan 1,0,Room_Type 1,13,2018,12,18,Online,0,0,0,88.4,2,Not_Canceled
21730,INN30140,2,0,0,5,Meal Plan 1,1,Room_Type 1,8,2017,8,18,Online,0,0,0,93,1,Not_Canceled
21731,INN30164,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
21732,INN30298,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled
21733,INN30336,2,1,2,0,Meal Plan 1,0,Room_Type 1,8,2018,9,18,Online,0,0,0,196,2,Not_Canceled
21734,INN30380,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80,0,Not_Canceled
21735,INN30425,2,1,1,3,Meal Plan 1,0,Room_Type 1,8,2018,2,18,Offline,0,0,0,72,1,Not_Canceled
21736,INN30459,2,0,0,2,Not Selected,0,Room_Type 1,24,2018,11,18,Offline,0,0,0,70,0,Not_Canceled
21737,INN30464,2,0,0,2,Not Selected,0,Room_Type 1,70,2018,10,18,Online,0,0,0,97.2,2,Not_Canceled
21738,INN30536,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,2,18,Online,0,0,0,94,1,Not_Canceled
21739,INN30556,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,11,18,Offline,0,0,0,75,0,Not_Canceled
21740,INN30564,2,0,1,5,Meal Plan 1,0,Room_Type 1,147,2018,7,18,Online,0,0,0,78.76,0,Canceled
21741,INN30591,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,11,18,Online,0,0,0,111,1,Not_Canceled
21742,INN30623,2,0,2,2,Meal Plan 1,0,Room_Type 1,72,2018,11,18,Online,0,0,0,70.72,0,Not_Canceled
21743,INN30679,2,0,0,3,Not Selected,0,Room_Type 1,28,2018,10,18,Online,0,0,0,91.63,1,Not_Canceled
21744,INN30687,3,0,2,3,Meal Plan 1,0,Room_Type 4,121,2018,8,18,Online,0,0,0,139.5,2,Not_Canceled
21745,INN30776,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,3,18,Online,0,0,0,109,0,Canceled
21746,INN30815,1,0,1,1,Not Selected,0,Room_Type 1,19,2018,7,18,Offline,0,0,0,75,0,Not_Canceled
21747,INN30865,2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2018,9,18,Online,0,0,0,135.9,0,Canceled
21748,INN30890,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,2018,4,18,Online,0,0,0,60.59,0,Not_Canceled
21749,INN30894,2,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,9,18,Offline,0,0,0,96.3,0,Not_Canceled
21750,INN30915,2,0,0,2,Meal Plan 1,0,Room_Type 4,46,2018,3,18,Online,0,0,0,112.5,0,Canceled
21751,INN30926,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,2018,4,18,Online,0,0,0,115.8,1,Not_Canceled
21752,INN30953,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,2,18,Offline,0,0,0,76.8,0,Not_Canceled
21753,INN30988,1,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,Online,0,0,0,120.12,1,Not_Canceled
